,Unnamed: 0,ProjGalaxyID,DescGalaxyID,DescID,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,DMmass,Gasmass,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,DispAnisotropy,DMEllipticity,StellarEllipticity,StellarCoRotKE,MedOrbitCircu,RotToDispRatio,Triaxiality,name1,filename,image,btdradius,btdintensity,n_total,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm,morph_c,morph_asymm,morph_sersic_n,morph_smoothness,morph_sersic_rhalf,morph_xc_asymmetry,morph_yc_asymmetry
64141,239,1279989,1279996,1279995,0.7356295999999999,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1279996.png,3.426853,,13261834000.0,7235129.5,146792700000.0,,3.8915696000000004,21986028000.0,0.00041704037,157.0096,21.940718,0.5557113963365506,,,0.5881341499538111,,,,,galface_1279996.png,RefL0050N0752galface_1279996.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1279996.png,0.2732632850187876,0.5878254976349767,1.5545497786496283,3.0180063414611347,0.008395910134480968,0.008395910134480968,0.0001580587951738011,0.14475218763735026,951255366837332.6,0.0,71,72.10686492919922,19.704158782958984,5784.464311274934,3400.2556123269505,0.4987900313909423,0.07696937024593353,2.123213206104441,108.41397849462366,40.77956989247312,0.3341976230709024,2.844315498752348,0.21276019342212474,1.0232852578643532,0.028821067006468283,5.379090344308068,127.7462442819847,128.2587152477662
64142,240,1279989,1279997,1279996,0.86505055,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1279997.png,3.1548588,,11806570000.0,7235129.5,154180320000.0,,4.063680000000001,19191824000.0,3.5564859999999994e-07,159.89261000000002,24.117736999999998,0.46964676967923796,,,0.5458686670581405,,,,,galface_1279997.png,RefL0050N0752galface_1279997.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1279997.png,0.37922475889050533,0.6614491467447892,2.0163985186022924,9.999999999954712,0.006851640817002347,0.006851640817002347,0.00016051054661340408,15.38682905007485,0.0,0.0,45,53.41592025756836,20.25663948059082,5611.1547177940465,3711.49350033787,0.5643704693951321,0.07912749797105789,2.311989989494781,115.3763440860215,39.784946236559136,0.29500598749797763,3.136217815076158,0.12695972089416963,1.0292596332715709,-0.04329741334059272,4.528421302395669,128.25714513827697,127.25750479943869
64143,241,1279989,1279998,1279997,1.0041216999999998,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1279998.png,2.815446,,10193931000.0,7235129.5,145076680000.0,,4.6460624,16275371000.0,1.907218e-07,159.13655,5.6936693,0.32142274137498705,,,0.5089182411564886,,,,,galface_1279998.png,RefL0050N0752galface_1279998.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1279998.png,0.41567965634096177,0.7169695359183854,2.2488373456829316,4.373559856596026,0.000693116768890327,0.000693116768890327,0.000977411668310226,0.948560634690627,0.0,0.0,29,50.21215057373047,20.872169494628906,3961.6611939536792,2840.390387694846,0.6333204274328254,0.08153191208839417,2.2516403906586295,109.3956043956044,38.785714285714285,0.35828393849292867,3.3679139016212813,0.06848561368344769,1.2385292444880156,-0.017547346710895313,4.422958229932883,130.77417028142196,128.75488869793753
64144,242,1279989,1279999,1279998,1.2593315,,,2.8948963,,6872788000.0,5424631.0,131784750000.0,,4.517703,10880030000.0,5.489433000000001e-06,147.88217,42.2823,0.4365924836552345,,,0.4862979027673945,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
64504,243,1279989,1280000,1279999,1.4867073,,,3.5645301,,4940014000.0,3616678.0,150893690000.0,,3.451793,7596340700.0,2.07463e-08,159.11899,53.48514,0.6038793375930029,,,0.5352683213605975,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
64864,244,1279989,1280001,1280000,1.7369658,,,3.615938,,3344287500.0,3616678.0,152919970000.0,,4.77474,4985162000.0,2.2405472999999996e-08,157.0609,33.281136,0.5048963468083366,,,0.5657042636719805,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
65224,245,1279989,1280002,1280001,2.0124101999999997,,,3.119821,,2157519400.0,3616678.0,109360120000.0,,3.6457307,3176295400.0,9.855883000000001e-08,133.97863999999998,31.465908000000002,0.3582672104396847,,,0.5320413857858324,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
65584,246,1279989,1280003,1280002,2.237037,,,2.939018,,1547737900.0,3616678.0,111047060000.0,,2.4957848,2236974600.0,2.6205839999999997e-09,134.92715,22.62404,0.2161770056864596,,,0.4857732359551974,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
65944,247,1279989,1280004,1280003,2.4784132999999997,,,3.129068,,1023374200.0,3616678.0,113296310000.0,,1.7989148000000001,1473616900.0,2.7329279e-09,134.88913,32.55846,0.07264174701659176,,,0.4952126728651655,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
66304,248,1279989,1280005,1280004,3.0165045,,,3.6636372,,450672450.0,1807953.0,77783360000.0,,0.9299870000000001,629148740.0,1.3131928e-09,112.23187,22.388601,0.07008086842540961,,,0.64193506000439,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
66664,249,1284990,1284990,1284990,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1284990.png,2.926891,,10184499000.0,1808640.1,97958750000.0,,0.5111551,18132214000.0,0.00088023546,145.75843999999998,6.563394000000001,0.222492809188775,,,0.5429334813916139,,,,,galface_1284990.png,RefL0050N0752galface_1284990.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1284990.png,0.35793104701652495,0.6470870193144473,1.896978659193189,9.999999969578983,0.00308026320494662,0.00308026320494662,0.0003906721434172034,15.703207347412045,0.0,0.0,15,54.783653259277344,19.6087703704834,4530.3888759042475,2931.5558340442094,0.5856051830083773,0.07659675925970078,2.3226606370582097,101.44565217391305,34.80978260869565,0.206879207175995,,,,,,,
66665,250,1284990,1284991,1284990,0.10063854,,,2.84165,,9954066000.0,1808640.1,97503080000.0,,0.5424833,17443015000.0,3.8170024e-06,145.31242,5.317517,0.20446876765178856,,,0.5385884758570358,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
67025,251,1284990,1284992,1284991,0.18270987,,,2.7396312000000003,,9610530000.0,1808640.1,97357650000.0,,1.0044208000000001,16615280000.0,1.3043043500000001e-05,147.35013,5.8111559999999995,0.16970244764114184,,,0.5468567703103827,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
67385,252,1284990,1284993,1284992,0.27090108,,,2.5034182,,8971919000.0,1808640.1,100304945000.0,,1.4888883999999998,15380689000.0,4.5282636e-07,147.75467,4.8898845,0.12225117732245695,,,0.5131386925717849,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
67745,253,1284990,1284994,1284993,0.36566857,,,2.3995697,,8305984000.0,1808640.1,104958575000.0,,1.6475447,14144963000.0,1.0872089e-08,147.41136,6.5964529999999995,0.053447794149255816,,,0.5039576914600344,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
68105,254,1284990,1284995,1284994,0.5031073,,,2.3299086,,7265811500.0,1808640.1,100334035000.0,,1.2789707000000001,12293281000.0,2.8137686e-06,142.81038,5.1203046,0.12553017326820004,,,0.4651972300445342,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
68465,255,1284990,1284996,1284995,0.6151898,,,2.3057682999999995,,6927680000.0,1808640.1,100537620000.0,,0.9133861999999999,11573542000.0,1.4116273999999998e-06,139.79558,7.162989,0.18338771745352667,,,0.48372877693923205,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
68825,256,1284990,1284997,1284996,0.7356295999999999,,,2.2175581,,6484384000.0,1808640.1,103552790000.0,,1.1576014,10640372000.0,8.761955000000001e-08,142.0306,5.786618700000001,0.3646942117529548,,,0.4966832827874904,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
69185,257,1284990,1284998,1284997,0.86505055,,,2.2848935,,5844438500.0,1808640.1,108952920000.0,,2.7293827999999998,9457838000.0,1.5743815000000001e-06,144.91525,3.713578,0.4448538403592003,,,0.5624652507852634,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
69545,258,1284990,1284999,1284998,1.0041216999999998,,,2.680789,,5117148000.0,1808640.1,104086020000.0,,1.5483959999999999,8208222000.0,4.568326500000001e-07,140.43106,7.510718300000001,0.3023475572380896,,,0.5779842740675396,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
69905,259,1284990,1285000,1284999,1.2593315,,,2.4087772000000003,,3986206700.0,1808640.1,99936540000.0,,1.7847735,6301826000.0,2.4224398e-06,139.35347,9.788031,0.12219848978541605,,,0.5002620263850637,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
70265,260,1284990,1285001,1285000,1.4867073,,,2.1683752999999997,,3238230300.0,1808640.1,97241320000.0,,1.723805,5051760600.0,5.4597706e-07,135.48686,8.417256,0.10772554103472363,,,0.4455526440040552,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
70625,261,1284990,1285002,1285001,1.7369658,,,2.1278403,,2771287600.0,1808640.1,97202530000.0,,1.4360993999999998,4265176800.0,1.0615983999999998e-06,133.92819,11.839921,0.12757423472700946,,,0.44748401399471227,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
70985,262,1284990,1285003,1285002,2.0124101999999997,,,1.8842188000000002,,2393409300.0,1808640.1,95564070000.0,,2.7447305,3549271000.0,5.3747193e-09,134.81047,6.9645834,0.1475123885145755,,,0.4110586961319589,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
71345,263,1284990,1285004,1285003,2.237037,,,2.2090799999999997,,1797505800.0,1808640.1,98744050000.0,,2.2557517999999996,2677217500.0,1.2864827e-07,134.03374,13.344605,0.017979005118684444,,,0.5548307208621349,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
71705,264,1284990,1285005,1285004,2.4784132999999997,,,2.522573,,1505680500.0,1808640.1,95021154000.0,,1.1867999,2202819800.0,1.676251e-09,129.74813999999998,10.096574,0.0970458306336106,,,0.6154966583177801,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
72065,265,1284990,1285006,1285005,3.0165045,,,2.6860316,,997446850.0,1808640.1,90066980000.0,,2.0468097,1415871400.0,5.7857724e-10,131.28384,8.977625999999999,0.1277677568948543,,,0.6832836699649545,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
72425,266,1284990,1285007,1285006,3.5279765,,,2.4735098,,625229300.0,1808640.1,85345485000.0,,1.8095523999999998,878947400.0,7.114510000000001e-10,127.50438999999999,15.320084,0.2588634892940669,,,0.7035112856168584,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
72785,267,1284990,1285008,1285007,3.9836636,,,2.2982147,,437986100.0,1808640.1,87284500000.0,,1.3908181999999998,604981500.0,4.0839981e-10,129.26447,15.504369,0.04766343545436225,,,0.6868145204602439,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
73145,268,1285418,1285418,1285418,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1285418.png,6.2469220000000005,,11185994000.0,9061896.0,134004930000.0,,0.76359,21187074000.0,4.5622140000000004e-07,145.94566,37.147007,0.4380750402043456,,,0.5905876005152403,,,,,galface_1285418.png,RefL0050N0752galface_1285418.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1285418.png,0.27941319591759234,0.489401266077295,1.541816517504749,2.1770974284630893,0.008417167506185382,0.008417167506185382,0.00012339279463664685,0.00886180899288204,54589086392369.63,0.0,37,67.18280029296875,18.771760940551758,6177.06296993654,3023.0624381261186,0.41948860776703717,0.0733271911740303,1.9618006564560055,115.36263736263737,46.74175824175824,0.16530933802361258,2.5574475876823106,0.02369016186125732,1.057884490527567,-0.043500077758896125,6.903363925393438,126.27419966965508,127.22662973488266
73146,269,1285418,1285419,1285418,0.10063854,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1285419.png,6.001094999999999,,10426206000.0,9061896.0,136515950000.0,,1.3706802,19444090000.0,4.529078e-06,147.89099,33.398617,0.4239240551934432,,,0.6163856558492307,,,,,galface_1285419.png,RefL0050N0752galface_1285419.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1285419.png,0.21470895026629103,0.43560892744050606,1.5421763274945801,2.00394239329186,0.0026283325455163896,0.0026283325455163896,0.00023058607903769627,0.010682251411974505,0.0,0.0,52,72.34130096435547,15.53232479095459,6325.096061688215,2755.268311390172,0.3718248520973056,0.06067314371466637,1.942999912089471,114.36813186813187,46.74175824175824,0.20062205941111524,2.623285984664146,0.061330020946192366,1.1065263130361185,-0.037933087474531786,7.265222446303321,128.76059042776365,127.2478534537374
73147,270,1285418,1285420,1285419,0.18270987,,,5.8522854,,9621985000.0,9061896.0,134974440000.0,,1.6089928,17567212000.0,0.00014380342,147.56523,25.002022,0.4000200706852298,,,0.6024796627418247,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
73507,271,1285418,1285421,1285420,0.27090108,,,5.764809,,7967711700.0,7253944.0,140490920000.0,,1.4361876,15056719000.0,5.675859699999999e-07,150.0867,39.267315,0.4077222611776301,,,0.5550944542560469,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
73867,272,1285418,1286238,1285420,0.27090108,,,2.414132,,587932000.0,1807953.0,1880839000.0,,0.0,1010497150.0,7.7015054e-11,44.236492,3.0241237,0.059832630945758865,,,0.4913806495756666,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
74227,273,1285418,1286239,1286238,0.36566857,,,3.3720741000000003,,1509360600.0,1807953.0,14998237000.0,,0.14652961,2578557000.0,3.4711586e-05,72.69108,8.250839,0.11677751632130727,,,0.4601382778739649,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
74587,274,1285418,1285422,1285421,0.36566857,,,4.743638,,6885493000.0,5443833.5,115002640000.0,,1.129099,12283071000.0,2.3296487e-08,141.45494,63.86404399999999,0.4765737826066662,,,0.5509038980263818,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
74947,275,1285418,1285423,1285422,0.5031073,,,4.028882,,6298681300.0,7253944.0,130805555000.0,,1.0830101,10739575000.0,0.00011325578000000001,143.4369,28.917196,0.4533639772632864,,,0.5555459513089346,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
75307,276,1285418,1286240,1286239,0.5031073,,,2.9031794,,1566761300.0,1807953.0,55252066000.0,,0.17137921,2646822400.0,1.6927011000000003e-08,97.11135,10.9044485,0.1178757747041217,,,0.4325529151868913,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
75667,277,1285418,1286241,1286240,0.6151898,,,2.8834925,,1505891200.0,1807953.0,58829540000.0,,0.22313893,2519088000.0,8.9560336e-07,97.71543,16.848707,0.13966717454047528,,,0.4821002435702655,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
76027,278,1285418,1285424,1285423,0.6151898,,,3.9346794999999997,,5866551000.0,7253944.0,122632634000.0,,1.2361863000000002,9864097000.0,1.2653281999999999e-05,138.97708,26.987484000000002,0.4211844073073746,,,0.5582880520895018,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
76387,279,1285418,1285425,1285424,0.7356295999999999,,,3.7013309999999997,,5460686300.0,7253944.0,118424986000.0,,1.2319659,9039902000.0,1.413444e-06,137.37357,39.404697,0.43701970500072973,,,0.5347334773549408,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
